--- Terminal on /dev/ttyACM0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
Pitch: 180.65 | Setpoint: 180.20 | Error: 0.45 | Output: -8.83
 | Error: 0.4 | TiltRate: 0.0 | MotorSpeed: -40Pitch: 180.65 | Setpoint: 180.20 | Error: 0.45 | Output: -9.07
 | Motors: STOPPEDPitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -4.51
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: -40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -0.48
 | Motors: STOPPEDPitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: 1.24
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: 40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -1.35
 | Error: 0.0 | TiltRate: 0.1 | MotorSpeed: -40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -0.91
 | Error: 0.0 | TiltRate: 0.0 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 2.79
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -3.15
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -2.75
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 0.90
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: 40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -4.31
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 2.94
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 3.74
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -7.48
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 3.20
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 2.15
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.23 | Setpoint: 180.20 | Error: 0.03 | Output: -8.41
 | Error: 0.0 | TiltRate: 1.1 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 2.69
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 1.64
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -2.12
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -0.69
 | Error: 0.0 | TiltRate: 0.0 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 2.43
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -3.40
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -1.05
 | Error: 0.0 | TiltRate: 0.0 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 1.51
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -1.62
 | Error: 0.0 | TiltRate: 0.1 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -1.81
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.95
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -5.05
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -0.91
 | Error: 0.0 | TiltRate: 0.0 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 6.16
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -3.34
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.02 | Output: -1.55
 | Error: 0.0 | TiltRate: 0.1 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.08
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -7.42
 | Error: 0.0 | TiltRate: 1.1 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: 0.54
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 4.33
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -4.66
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.05
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.45
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -4.22
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -1.88
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 1.82
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -2.10
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -2.72
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.08
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -2.78
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -3.68
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.62
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -5.26
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.19
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 4.28
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -8.68
 | Error: 0.0 | TiltRate: 1.2 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.08
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.41
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -5.83
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.76
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.26
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.85
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.20
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 0.09
 | Motors: STOPPEDPitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -2.97
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 4.48
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -7.39
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -2.16
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 7.57
 | Error: 0.0 | TiltRate: 1.2 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.72
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -2.15
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.55
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -2.72
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.20 | Error: 0.02 | Output: -3.41
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 6.29
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -4.24
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -0.26
 | Motors: STOPPEDPitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.60
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -4.22
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 0.75
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 3.05
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.13
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 3.62
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 1.05
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.03
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 2.72
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 2.75
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.35
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 2.56
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 1.77
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.37
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 0.53
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 2.53
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.43
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 3.14
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 3.08
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.88
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 3.13
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 5.23
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: -3.59
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: -0.24
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 4.16
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: -5.76
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -5.48
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 1.09
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -3.41
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -0.19
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 6.37
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -10.16
 | Error: 0.0 | TiltRate: 1.4 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 2.98
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 5.41
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -10.62
 | Error: 0.0 | TiltRate: 1.5 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 4.46
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 3.59
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -8.03
 | Error: 0.0 | TiltRate: 1.1 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: 3.14
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 0.95
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -2.65
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 3.01
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: 1.29
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.21 | Setpoint: 180.20 | Error: 0.01 | Output: -7.11
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: 5.01
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 3.86
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: -6.61
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 7.01
 | Error: 0.0 | TiltRate: 1.1 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: -3.16
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: -4.73
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 8.58
 | Error: 0.0 | TiltRate: 1.3 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: -7.26
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: 0.00 | Output: -1.45
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 6.50
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -2.19
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: -1.29
 | Error: 0.0 | TiltRate: 0.1 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 8.28
 | Error: 0.0 | TiltRate: 1.3 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -4.01
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 0.19
 | Motors: STOPPEDPitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 3.58
 | Error: 0.0 | TiltRate: 0.5 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -5.27
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: 1.90
 | Error: 0.0 | TiltRate: 0.3 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 5.68
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -8.79
 | Error: 0.0 | TiltRate: 1.3 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 5.84
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 4.48
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -8.11
 | Error: 0.0 | TiltRate: 1.2 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 3.63
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 2.42
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -6.37
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 7.13
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -2.65
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -3.03
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 5.18
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -6.16
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -1.54
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 11.42
 | Error: 0.0 | TiltRate: 1.7 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -6.34
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.01 | Output: -1.62
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 7.21
 | Error: 0.0 | TiltRate: 1.1 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -4.16
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 2.43
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 1.26
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -3.88
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 5.20
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 2.81
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -8.27
 | Error: 0.0 | TiltRate: 1.2 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 4.96
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 3.01
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -10.49
 | Error: 0.0 | TiltRate: 1.6 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 6.40
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -1.42
 | Error: 0.0 | TiltRate: 0.2 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -5.95
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 8.16
 | Error: 0.0 | TiltRate: 1.3 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -4.60
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.20 | Error: -0.00 | Output: -8.82
 | Error: 0.0 | TiltRate: 1.3 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 12.51
 | Error: 0.0 | TiltRate: 2.1 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -4.31
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -4.73
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 11.11
 | Error: 0.0 | TiltRate: 1.6 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.20 | Error: -0.01 | Output: -9.14
 | Error: 0.0 | TiltRate: 1.4 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 2.39
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: 4.64
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -3.90
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 6.48
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: 40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 4.63
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -9.90
 | Error: 0.0 | TiltRate: 1.5 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 5.29
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: 40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 4.83
 | Error: 0.0 | TiltRate: 0.7 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -6.90
 | Error: 0.0 | TiltRate: 1.0 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 4.07
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: 40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: -0.01
 | Motors: STOPPEDPitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -4.50
 | Error: 0.0 | TiltRate: 0.6 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 5.94
 | Error: 0.0 | TiltRate: 0.9 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -5.38
 | Error: 0.0 | TiltRate: 0.8 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.20 | Error: -0.02 | Output: -2.83
 | Error: 0.0 | TiltRate: 0.4 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.20 | Error: -0.03 | Output: 7.17
