--- Terminal on /dev/ttyACM0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
Pitch: 180.02 | Setpoint: 180.22 | Error: -0.20 | Output: 4.84
 | MotorSpeed: -40Pitch: 180.57 | Setpoint: 180.22 | Error: 0.36 | Output: -7.07
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -8.98
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.48
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.37 | Output: -6.53
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.51
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.37 | Output: -7.06
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -8.11
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -5.47
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -6.49
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -5.97
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -7.55
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -6.47
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -4.71
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -7.13
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -6.88
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -6.12
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -5.17
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.37 | Output: -5.74
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.06
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.91
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -8.27
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.25
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.12
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -4.84
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.92
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.37 | Output: -7.54
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.49
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.49
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.92
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.71
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.61
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -4.74
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -7.66
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.84
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.73
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -7.38
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -3.21
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -7.64
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -7.19
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -4.64
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.50
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.37 | Output: -8.59
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.81
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.36
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.71
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.56
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.47
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -7.46
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -6.03
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -5.28
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.11
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.08
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.37 | Output: -7.20
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -6.99
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -7.89
 | MotorSpeed: -40Pitch: 180.60 | Setpoint: 180.22 | Error: 0.38 | Output: -7.47
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -0.84
 | Motors: STOPPEDPitch: 180.57 | Setpoint: 180.22 | Error: 0.35 | Output: -4.75
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -6.85
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -7.61
 | MotorSpeed: -40Pitch: 180.57 | Setpoint: 180.22 | Error: 0.35 | Output: -2.71
 | MotorSpeed: -40Pitch: 180.56 | Setpoint: 180.22 | Error: 0.34 | Output: -2.48
 | MotorSpeed: -40Pitch: 180.56 | Setpoint: 180.22 | Error: 0.34 | Output: -6.41
 | MotorSpeed: -40Pitch: 180.56 | Setpoint: 180.22 | Error: 0.34 | Output: -5.30
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -3.66
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -5.97
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -5.77
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -2.58
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -2.32
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -5.09
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -4.62
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -5.63
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -2.88
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.30 | Output: -3.75
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -2.45
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -3.04
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -4.30
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.39
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -5.67
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.72
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.27
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -5.11
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.27 | Output: -3.58
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -3.20
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -4.73
 | MotorSpeed: -40Pitch: 180.47 | Setpoint: 180.22 | Error: 0.26 | Output: -3.06
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -6.51
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -5.43
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -4.93
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -4.74
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -7.18
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.27
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -8.74
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -2.21
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -2.19
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.27 | Output: -5.01
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -6.66
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -7.11
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -6.25
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -2.79
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.30
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -6.04
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.74
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -5.71
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -6.06
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -4.09
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -6.68
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -8.08
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -5.24
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -5.04
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -7.55
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -5.35
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -5.15
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -6.99
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -4.82
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -7.40
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -4.77
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -4.23
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -6.54
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -4.64
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -7.38
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -6.50
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -6.24
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -4.46
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.32 | Output: -6.46
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.33 | Output: -8.49
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.33 | Output: -5.84
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -4.28
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.33 | Output: -7.07
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -5.94
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.33 | Output: -5.29
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -4.61
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -5.70
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -7.45
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -5.68
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -3.85
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -6.41
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -5.83
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -4.00
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -4.68
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -5.85
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -3.45
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -3.40
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -4.62
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -5.07
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -5.90
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -3.55
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -5.16
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -6.44
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -9.76
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -3.79
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -2.16
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -9.47
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -8.52
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -3.46
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -1.07
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -4.22
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -7.05
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -3.51
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.29 | Output: -1.84
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -5.66
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -3.28
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -4.46
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -5.98
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -3.52
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -5.85
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -3.36
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -5.22
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.33
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.84
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.85
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -5.14
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -5.43
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.30
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.69
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.27 | Output: -4.16
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -5.53
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -4.60
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -6.00
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -7.13
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -4.24
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -6.78
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -5.02
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -6.06
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.29 | Output: -5.43
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -5.84
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -6.34
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -6.11
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.30 | Output: -5.47
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.30 | Output: -5.15
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -5.00
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -6.05
 | MotorSpeed: -40Pitch: 180.52 | Setpoint: 180.22 | Error: 0.30 | Output: -5.20
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -4.31
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -3.60
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.29 | Output: -4.07
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -3.54
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -5.03
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -3.45
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.28 | Output: -5.05
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.13
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -5.74
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -3.61
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -3.50
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -3.56
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -5.17
 | MotorSpeed: -40Pitch: 180.47 | Setpoint: 180.22 | Error: 0.25 | Output: -1.77
 | MotorSpeed: -40Pitch: 180.47 | Setpoint: 180.22 | Error: 0.25 | Output: -3.69
 | MotorSpeed: -40Pitch: 180.47 | Setpoint: 180.22 | Error: 0.25 | Output: -3.90
 | MotorSpeed: -40Pitch: 180.46 | Setpoint: 180.22 | Error: 0.24 | Output: -3.08
 | MotorSpeed: -40Pitch: 180.46 | Setpoint: 180.22 | Error: 0.24 | Output: -3.27
 | MotorSpeed: -40Pitch: 180.46 | Setpoint: 180.22 | Error: 0.24 | Output: -3.80
 | MotorSpeed: -40Pitch: 180.45 | Setpoint: 180.22 | Error: 0.23 | Output: -2.14
 | MotorSpeed: -40Pitch: 180.45 | Setpoint: 180.22 | Error: 0.23 | Output: -4.67
 | MotorSpeed: -40Pitch: 180.44 | Setpoint: 180.22 | Error: 0.22 | Output: -2.01
 | MotorSpeed: -40Pitch: 180.44 | Setpoint: 180.22 | Error: 0.22 | Output: -4.15
 | MotorSpeed: -40Pitch: 180.44 | Setpoint: 180.22 | Error: 0.22 | Output: -3.41
 | MotorSpeed: -40Pitch: 180.43 | Setpoint: 180.22 | Error: 0.22 | Output: -2.49
 | MotorSpeed: -40Pitch: 180.43 | Setpoint: 180.22 | Error: 0.21 | Output: -3.09
 | MotorSpeed: -40Pitch: 180.43 | Setpoint: 180.22 | Error: 0.21 | Output: -4.34
 | MotorSpeed: -40Pitch: 180.43 | Setpoint: 180.22 | Error: 0.21 | Output: -3.54
 | MotorSpeed: -40Pitch: 180.43 | Setpoint: 180.22 | Error: 0.21 | Output: -2.51
 | MotorSpeed: -40Pitch: 180.43 | Setpoint: 180.22 | Error: 0.21 | Output: -4.09
 | MotorSpeed: -40Pitch: 180.42 | Setpoint: 180.22 | Error: 0.20 | Output: -2.78
 | MotorSpeed: -40Pitch: 180.42 | Setpoint: 180.22 | Error: 0.21 | Output: -4.08
 | MotorSpeed: -40Pitch: 180.42 | Setpoint: 180.22 | Error: 0.20 | Output: -2.28
 | MotorSpeed: -40Pitch: 180.42 | Setpoint: 180.22 | Error: 0.20 | Output: -4.78
 | MotorSpeed: -40Pitch: 180.42 | Setpoint: 180.22 | Error: 0.20 | Output: -2.72
 | MotorSpeed: -40Pitch: 180.41 | Setpoint: 180.22 | Error: 0.19 | Output: -2.32
 | MotorSpeed: -40Pitch: 180.41 | Setpoint: 180.22 | Error: 0.19 | Output: -2.36
 | MotorSpeed: -40Pitch: 180.41 | Setpoint: 180.22 | Error: 0.19 | Output: -3.09
 | MotorSpeed: -40Pitch: 180.40 | Setpoint: 180.22 | Error: 0.18 | Output: -2.52
 | MotorSpeed: -40Pitch: 180.40 | Setpoint: 180.22 | Error: 0.18 | Output: -3.20
 | MotorSpeed: -40Pitch: 180.40 | Setpoint: 180.22 | Error: 0.18 | Output: -2.76
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.18 | Output: -1.92
 | MotorSpeed: -40Pitch: 180.40 | Setpoint: 180.22 | Error: 0.18 | Output: -4.45
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.17 | Output: -1.82
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.17 | Output: -2.54
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.17 | Output: -4.58
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.17 | Output: -2.29
 | MotorSpeed: -40Pitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -0.95
 | Motors: STOPPEDPitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -2.90
 | MotorSpeed: -40Pitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -2.27
 | MotorSpeed: -40Pitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -3.11
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -1.22
 | MotorSpeed: -40Pitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -4.78
 | MotorSpeed: -40Pitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -3.38
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.16 | Output: -2.51
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -2.02
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -2.95
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -2.99
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -2.52
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -2.02
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -3.38
 | MotorSpeed: -40Pitch: 180.36 | Setpoint: 180.22 | Error: 0.15 | Output: -2.51
 | MotorSpeed: -40Pitch: 180.36 | Setpoint: 180.22 | Error: 0.14 | Output: -1.28
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.14 | Output: -1.24
 | MotorSpeed: -40Pitch: 180.36 | Setpoint: 180.22 | Error: 0.14 | Output: -3.62
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.13 | Output: -1.20
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.13 | Output: -2.51
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.13 | Output: -1.49
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.13 | Output: -3.20
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.13 | Output: -2.49
 | MotorSpeed: -40Pitch: 180.34 | Setpoint: 180.22 | Error: 0.12 | Output: -1.28
 | MotorSpeed: -40Pitch: 180.34 | Setpoint: 180.22 | Error: 0.12 | Output: -1.98
